gid,role,role_score,cluster_id,priority_score,rank,evidence,depth,is_seed,censored,seeds_upstream,seeds_direct,in_degree,out_degree,in_tx,out_tx,in_sum_kzt,out_sum_kzt,retention,fast_out_share,sync_in_max,co_senders,routes_mid,routes_any,pagerank,betweenness,hub_in,hub_out,clusters_touched,peer_in_degree,peer_out_degree,peer_volume,peer_betweenness,depth_outliers
100000006240939100,distributor,0.3474,11,0.3005,480,Признаки веерной раздачи: получает от 1 плательщ. (160 тыс ₸); платит 5 получат. (778 тыс ₸); отдаёт в 4.9 раза больше видимого входа; 21% уходит ≤2 дн. после поступления,2,False,False,1,0,1,5,1,5,160000.0,778015.0,0.0,0.212,1,0,0,0,0.00031875,4.16e-06,1,1,2,0.0,0.9002,0.8894,0.7115,
100000007544358100,peripheral,0.5923,4,0.3,481,"Периферия, явных признаков нет: получает от 2 плательщ. (322 тыс ₸); платит 1 получат. (350 тыс ₸); отдаёт в 1.1 раза больше видимого входа; 29% уходит ≤2 дн. после поступления",1,False,False,1,1,2,1,2,3,322500.0,350000.0,0.0,0.2857,1,0,0,0,0.00034057,1.962e-05,2,0,0,0.6624,0.6476,0.8832,0.7834,
100000002459832100,terminal,0.7238,27,0.2997,482,Конечная точка в данных: деньги от 2 seed; получает от 2 плательщ. (881 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,2,0,2,0,880606.0,0.0,1.0,0.0,1,0,0,0,0.00039319,0.0,2,0,0,0.8414,0.0,0.9327,0.0,
100000004722765100,peripheral,0.634,3,0.2995,483,"Периферия, явных признаков нет: получает от 1 плательщ. (230 тыс ₸); платит 3 получат. (2.3 млн ₸); отдаёт в 9.9 раза больше видимого входа; по обороту выше 98% узлов 3-го колена",3,False,False,1,0,1,3,1,9,230000.0,2284500.0,0.0,0.0766,1,0,0,0,0.00058159,5.826e-05,1,0,0,0.0,0.9124,0.9848,0.9239,volume
100000006852430100,terminal,0.6229,1,0.2992,484,Конечная точка в данных: деньги от 4 seed; получает от 1 плательщ. (37 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,4,0,1,0,1,0,37000.0,0.0,1.0,0.0,1,0,0,0,0.0005362,0.0,1,0,0,0.0,0.0,0.3167,0.0,
100000003163886100,terminal,0.6507,9,0.299,485,Конечная точка в данных: получает от 1 плательщ. (500 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,1,0,500000.0,0.0,1.0,0.0,1,0,0,0,0.00073384,0.0,0,0,0,0.0,0.0,0.8655,0.0,
100000002343825100,peripheral,0.5162,11,0.2989,486,"Периферия, явных признаков нет: получает от 3 плательщ. (350 тыс ₸); платит 2 получат. (90 тыс ₸); отдаёт дальше 26% полученного; по числу плательщиков выше 95% узлов 3-го колена",3,False,False,1,0,3,2,4,2,350000.0,89800.0,0.7434,0.5568,2,0,0,0,0.0003336,4.28e-05,3,0,0,0.953,0.8363,0.8376,0.9137,in_degree
100000003476560100,terminal,0.6407,9,0.2984,487,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (50 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,50000.0,0.0,1.0,0.0,1,0,0,0,0.00029558,0.0,1,0,0,0.0,0.0,0.3758,0.0,
100000002824176100,terminal,0.6345,13,0.2984,488,Конечная точка в данных: деньги от 2 seed (1 напрямую); получает от 1 плательщ. (144 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,2,1,1,0,1,0,144000.0,0.0,1.0,0.0,1,0,0,0,0.0003386,0.0,0,0,0,0.0,0.0,0.6051,0.0,
100000007617808100,terminal,0.672,9,0.298,489,Конечная точка в данных: деньги от 2 seed; получает от 1 плательщ. (450 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,2,0,1,0,1,0,450000.0,0.0,1.0,0.0,1,0,0,0,0.0003601,0.0,1,0,0,0.0,0.0,0.8069,0.0,
100000008722417100,peripheral,0.5073,23,0.2975,490,"Периферия, явных признаков нет: деньги от 3 seed; получает от 1 плательщ. (332 тыс ₸); платит 3 получат. (720 тыс ₸); отдаёт в 2.2 раза больше видимого входа; 36% уходит ≤2 дн. после поступления",3,False,False,3,0,1,3,1,6,331900.0,720000.0,0.0,0.3611,1,0,0,0,0.00029633,5.766e-05,1,0,0,0.0,0.9124,0.9454,0.9175,
100000001584286100,terminal,0.7217,16,0.2974,491,Конечная точка в данных: деньги от 2 seed; получает от 2 плательщ. (739 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,2,0,2,0,3,0,738699.0,0.0,1.0,0.0,1,0,0,0,0.00032848,0.0,2,0,0,0.731,0.0,0.8677,0.0,
100000004007116100,transit,0.6283,6,0.2973,492,"Признаки транзита: получает от 3 плательщ. (765 тыс ₸); платит 4 получат. (148 тыс ₸); 93% уходит ≤2 дн. после поступления; повтор. маршрутов: 4; seed, входящие занижены",0,True,False,0,0,3,4,24,6,764704.0,148000.0,,0.9324,1,3,2,4,0.00062778,4e-07,3,2,0,0.8375,0.8,0.7625,0.7125,
100000008188026100,peripheral,0.5836,4,0.2973,493,"Периферия, явных признаков нет: получает от 2 плательщ. (86 тыс ₸); платит 4 получат. (338 тыс ₸); отдаёт в 3.9 раза больше видимого входа; повтор. маршрутов: 1",1,False,False,1,1,2,4,5,4,86468.0,337983.17,0.0,0.0,1,0,0,1,0.0002993,8.203e-05,2,0,0,0.6624,0.9002,0.8025,0.8684,
100000000945428100,terminal,0.589,3,0.2972,494,Конечная точка в данных: получает от 1 плательщ. (90 тыс ₸); повтор. маршрутов: 2; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,1,0,89629.0,0.0,1.0,0.0,1,0,0,2,0.00030239,0.0,1,0,0,0.0,0.0,0.5287,0.0,
100000004544958100,peripheral,0.6678,1,0.2969,495,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (168 тыс ₸); платит 2 получат. (23 тыс ₸); отдаёт дальше 14% полученного; 22% уходит ≤2 дн. после поступления",2,False,False,2,0,1,2,3,2,168000.0,23200.0,0.8619,0.2241,1,0,0,0,0.00121461,2.081e-05,1,1,0,0.0,0.7614,0.6616,0.7874,
100000000440392100,terminal,0.5987,4,0.2968,496,Конечная точка в данных: получает от 1 плательщ. (106 тыс ₸); повтор. маршрутов: 2; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,4,0,105705.0,0.0,1.0,0.0,1,0,0,2,0.00029693,0.0,1,0,0,0.0,0.0,0.5669,0.0,
100000002559089100,terminal,0.6962,11,0.2968,497,Конечная точка в данных: получает от 2 плательщ. (715 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,2,0,2,0,715000.0,0.0,1.0,0.0,2,0,0,0,0.00039243,0.0,2,0,0,0.8414,0.0,0.901,0.0,
100000002205022100,peripheral,0.6679,9,0.2963,498,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (7 тыс ₸); платит 3 получат. (518 тыс ₸); отдаёт в 73.0 раза больше видимого входа; 1% уходит ≤2 дн. после поступления",2,False,False,2,0,1,3,1,3,7100.0,518000.0,0.0,0.0116,1,0,0,0,0.00054564,5.451e-05,0,1,0,0.0,0.8395,0.8373,0.8482,
100000001714173100,terminal,0.6551,11,0.2959,499,Конечная точка в данных: получает от 1 плательщ. (639 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,6,0,638905.0,0.0,1.0,0.0,1,0,0,0,0.00057068,0.0,1,0,0,0.0,0.0,0.8959,0.0,
100000004588479100,terminal,0.6169,4,0.2958,500,Конечная точка в данных: получает от 1 плательщ. (178 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,1,False,False,1,1,1,0,2,0,177633.0,0.0,1.0,0.0,1,0,0,1,0.00030467,0.0,1,0,0,0.0,0.0,0.6497,0.0,
100000000607941100,peripheral,0.5412,4,0.2953,501,"Периферия, явных признаков нет: деньги от 2 seed; получает от 2 плательщ. (50 тыс ₸); платит 1 получат. (70 тыс ₸); отдаёт в 1.4 раза больше видимого входа; 29% уходит ≤2 дн. после поступления",2,False,False,2,0,2,1,3,4,50000.0,70000.0,0.0,0.2857,1,0,0,0,0.00057857,5.766e-05,1,0,0,0.731,0.5835,0.5683,0.8525,
100000005614315100,terminal,0.6474,4,0.2952,502,Конечная точка в данных: получает от 1 плательщ. (455 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,1,0,455000.0,0.0,1.0,0.0,1,0,0,0,0.00057509,0.0,0,0,0,0.0,0.0,0.8113,0.0,
100000004674799100,terminal,0.6082,2,0.2951,503,Конечная точка в данных: получает от 1 плательщ. (140 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,2,False,False,1,0,1,0,5,0,140000.0,0.0,1.0,0.0,1,0,0,1,0.00079067,0.0,1,0,0,0.0,0.0,0.59,0.0,
100000008011159100,peripheral,0.4666,23,0.2951,504,"Периферия, явных признаков нет: получает от 3 плательщ. (363 тыс ₸); платит 5 получат. (153 тыс ₸); отдаёт дальше 42% полученного; 36% уходит ≤2 дн. после поступления",2,False,False,1,0,3,5,6,5,363000.0,153037.0,0.5784,0.3594,1,0,0,0,0.00048611,0.00012211,1,1,1,0.8503,0.9002,0.8308,0.8959,
100000008531186100,terminal,0.6542,3,0.295,505,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (125 тыс ₸); исходящих ≥5 тыс ₸ нет,2,False,False,3,0,1,0,1,0,125000.0,0.0,1.0,0.0,1,0,0,0,0.00036196,0.0,1,0,0,0.0,0.0,0.5792,0.0,
100000008728457100,terminal,0.6318,1,0.2946,506,Конечная точка в данных: деньги от 4 seed (1 напрямую); получает от 1 плательщ. (45 тыс ₸); исходящих ≥5 тыс ₸ нет,1,False,False,4,1,1,0,1,0,45000.0,0.0,1.0,0.0,1,0,0,0,0.00029239,0.0,1,0,0,0.0,0.0,0.3461,0.0,
100000003131016100,peripheral,0.688,2,0.294,507,"Периферия, явных признаков нет: получает от 1 плательщ. (406 тыс ₸); платит 1 получат. (126 тыс ₸); отдаёт дальше 31% полученного; 33% уходит ≤2 дн. после поступления; повтор. маршрутов: 1",2,False,False,1,0,1,1,7,4,405700.0,126000.0,0.6894,0.3254,1,1,0,1,0.00167746,0.0,1,1,0,0.0,0.5835,0.8395,0.0,
100000003097324100,terminal,0.7004,11,0.2937,508,Конечная точка в данных: деньги от 2 seed; получает от 2 плательщ. (294 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,2,0,2,0,294000.0,0.0,1.0,0.0,2,0,0,0,0.00032601,0.0,2,0,0,0.8414,0.0,0.7576,0.0,
100000005857058100,consolidator,0.3525,4,0.2937,509,Признаки консолидации: деньги от 3 seed; получает от 3 плательщ. (80 тыс ₸); по числу плательщиков выше 95% узлов 3-го колена; исходящих ≥5 тыс ₸ нет,3,False,False,3,0,3,0,3,0,80222.0,0.0,1.0,0.0,1,0,0,0,0.00038993,0.0,2,0,2,0.953,0.0,0.4848,0.0,in_degree
100000008038077100,terminal,0.6999,23,0.2936,510,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (500 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,1,0,2,0,499850.0,0.0,1.0,0.0,1,0,0,0,0.00030177,0.0,1,0,0,0.0,0.0,0.8642,0.0,
100000007392365100,distributor,0.3316,30,0.2932,511,Признаки веерной раздачи: деньги от 2 seed; получает от 1 плательщ. (10 тыс ₸); платит 6 получат. (1.8 млн ₸); отдаёт в 183.7 раза больше видимого входа,3,False,False,2,0,1,6,1,9,9613.0,1765600.0,0.0,0.0,1,0,0,0,0.00028611,0.00011532,1,0,0,0.0,0.9721,0.9746,0.9594,"out_degree,volume,betweenness"
100000003116106100,terminal,0.6995,23,0.2931,512,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (494 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,1,0,2,0,494050.0,0.0,1.0,0.0,1,0,0,0,0.00030158,0.0,1,0,0,0.0,0.0,0.8591,0.0,
100000002945626100,terminal,0.7336,11,0.2923,513,Конечная точка в данных: получает от 3 плательщ. (584 тыс ₸); по числу плательщиков выше 95% узлов 3-го колена; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,3,0,3,0,584000.0,0.0,1.0,0.0,2,0,0,0,0.00033776,0.0,3,0,0,0.953,0.0,0.8832,0.0,in_degree
100000000031787100,peripheral,0.5913,17,0.2922,514,"Периферия, явных признаков нет: получает от 1 плательщ. (90 тыс ₸); платит 2 получат. (90 тыс ₸); отдаёт дальше 100% полученного; 44% уходит ≤2 дн. после поступления; повтор. маршрутов: 4",2,False,False,1,0,1,2,2,4,90000.0,90000.0,0.0,0.4444,1,0,0,4,0.00043154,4e-07,1,1,0,0.0,0.7614,0.6486,0.6573,
100000002901457100,peripheral,0.5902,2,0.2913,515,"Периферия, явных признаков нет: деньги от 2 seed; получает от 1 плательщ. (340 тыс ₸); платит 3 получат. (119 тыс ₸); отдаёт дальше 35% полученного",3,False,False,2,0,1,3,1,3,340000.0,119000.0,0.65,0.0,1,1,0,0,0.00037427,7.569e-05,1,0,1,0.0,0.9124,0.8439,0.9429,
100000002548759100,terminal,0.7071,11,0.2909,516,Конечная точка в данных: деньги от 2 seed; получает от 2 плательщ. (375 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,2,0,2,0,2,0,375000.0,0.0,1.0,0.0,2,0,0,0,0.00030853,0.0,2,0,0,0.8414,0.0,0.8122,0.0,
100000003795588100,terminal,0.6443,2,0.2905,517,Конечная точка в данных: получает от 1 плательщ. (400 тыс ₸); повтор. маршрутов: 1; исходящих ≥5 тыс ₸ нет,3,False,False,1,0,1,0,2,0,400000.0,0.0,1.0,0.0,1,0,0,1,0.00032104,0.0,1,0,0,0.0,0.0,0.8236,0.0,
100000005530114100,peripheral,0.4764,10,0.2903,518,"Периферия, явных признаков нет: получает от 2 плательщ. (137 тыс ₸); платит 1 получат. (25 тыс ₸); отдаёт дальше 18% полученного; 100% уходит ≤2 дн. после поступления",3,False,False,1,0,2,1,2,1,136970.0,25000.0,0.8175,1.0,1,0,0,0,0.00049487,4.46e-06,1,1,1,0.8414,0.6409,0.6472,0.7221,
100000008532050100,terminal,0.6975,23,0.2902,519,Конечная точка в данных: деньги от 3 seed; получает от 1 плательщ. (455 тыс ₸); исходящих ≥5 тыс ₸ нет,3,False,False,3,0,1,0,1,0,455156.0,0.0,1.0,0.0,1,0,0,0,0.00030032,0.0,1,0,0,0.0,0.0,0.8426,0.0,
